id,name,sector,subsector,country,assetType,sourceType,centroid,gas,emissionsQuantity,emissionsFactor,emissionsFactorUnits,activity,activityUnits,capacity,capacityUnits,capacityFactor,year
1016153,Dinajpur District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 88.72473914233314, 'latitude': 25.642594338000066, 'srid': 4326}",ch4,108.39699999999999,9.713224803367817e-07,t of CH4 per MJ,111597334.76200001,MJ,7868277.239999998,m^2,14.183198095088986,2024
1016127,Narsingdi District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 90.80575236733081, 'latitude': 24.007305145000117, 'srid': 4326}",ch4,106.31899999999999,1.2794836368760414e-06,t of CH4 per MJ,83095240.092,MJ,5858762.639999998,m^2,14.183069907061473,2024
1016142,Mymensingh District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 90.4162679306516, 'latitude': 24.72212600700007, 'srid': 4326}",ch4,96.09800000000001,8.529695300800749e-07,t of CH4 per MJ,112662875.532,MJ,7943475.972000002,m^2,14.183069972028107,2024
1016133,Jessore District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.12588422118975, 'latitude': 23.08486843050008, 'srid': 4326}",ch4,71.232,1.0184366436513373e-06,t of CH4 per MJ,69942495.14099999,MJ,4931229.792,m^2,14.183580585611448,2024
1016112,Cox'S Bazar District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 92.09185386899301, 'latitude': 21.332631112000115, 'srid': 4326}",ch4,70.34299999999999,1.0046859123257488e-06,t of CH4 per MJ,70014916.24100001,MJ,4936513.548,m^2,14.183069804268266,2024
1016164,Sylhet District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 91.95828109448732, 'latitude': 24.890305519000123, 'srid': 4326}",ch4,67.854,9.893355411092192e-07,t of CH4 per MJ,68585426.461,MJ,4835714.604000001,m^2,14.18310055028218,2024
1016135,Khulna District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.33178874708389, 'latitude': 22.501589776000117, 'srid': 4326}",ch4,65.33500000000001,6.390261778553296e-07,t of CH4 per MJ,102241507.882,MJ,7208700.840000001,m^2,14.183069897238237,2024
1016125,Munshiganj District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 90.43809069191028, 'latitude': 23.52661705000017, 'srid': 4326}",ch4,60.96,8.575352704070681e-07,t of CH4 per MJ,71087455.063,MJ,5012134.596,m^2,14.183069848070774,2024
1016161,Habiganj District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 91.43166193901502, 'latitude': 24.33617210400009, 'srid': 4326}",ch4,52.075,9.246132595128688e-07,t of CH4 per MJ,56320844.92,MJ,3970991.184,m^2,14.183069745137969,2024
1016130,Tangail District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 90.00162472362695, 'latitude': 24.37570571950019, 'srid': 4326}",ch4,50.998,7.92180195536729e-07,t of CH4 per MJ,64376767.164000005,MJ,4538986.823999999,m^2,14.183069848012412,2024
1016152,Sirajganj District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.52299407002529, 'latitude': 24.39875030550007, 'srid': 4326}",ch4,41.924,1.3147624554420125e-06,t of CH4 per MJ,31887128.983999997,MJ,2248253.0039999993,m^2,14.183069666655722,2024
1016159,Rangpur District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.26262719378889, 'latitude': 25.633049011000054, 'srid': 4326}",ch4,30.728000000000005,1.2808989452710463e-06,t of CH4 per MJ,23989402.219000004,MJ,1691411.1239999996,m^2,14.18306991044716,2024
1016108,Brahamanbaria District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 91.11221975455155, 'latitude': 23.95706462800007, 'srid': 4326}",ch4,30.629,1.1855359374485621e-06,t of CH4 per MJ,25835572.784,MJ,1821578.3400000005,m^2,14.18306982284385,2024
1016157,Nilphamari District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 88.92202762058304, 'latitude': 26.02052783950012, 'srid': 4326}",ch4,30.564,1.4099792311318659e-06,t of CH4 per MJ,21676915.039,MJ,1528365.528,m^2,14.18306984937441,2024
1016158,Panchagarh District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 88.5463624184419, 'latitude': 26.320216179000028, 'srid': 4326}",ch4,28.997000000000003,1.2223470289484544e-06,t of CH4 per MJ,23722395.779,MJ,1672258.7999999996,m^2,14.185840002157564,2024
1016122,Kishoreganj District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 90.92785766151783, 'latitude': 24.336873054500046, 'srid': 4326}",ch4,28.834,1.580620027079319e-06,t of CH4 per MJ,18242208.441,MJ,1286196.0479999997,m^2,14.183069889979947,2024
1016160,Thakurgaon District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 88.31190151002988, 'latitude': 25.935965538000147, 'srid': 4326}",ch4,28.185000000000002,9.453466589488717e-07,t of CH4 per MJ,29814459.841999996,MJ,2102116.1159999995,m^2,14.183069914678303,2024
1016131,Bagerhat District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.74824060802486, 'latitude': 22.40804317650011, 'srid': 4326}",ch4,27.278000000000006,6.168304410435295e-07,t of CH4 per MJ,44222849.886999995,MJ,3118002.6960000005,m^2,14.183069804183386,2024
1016145,Bogra District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.33140767877406, 'latitude': 24.829842568000142, 'srid': 4326}",ch4,26.461000000000006,7.406544803854322e-07,t of CH4 per MJ,35726510.404999994,MJ,2518954.692,m^2,14.183069873572778,2024
