Station_Name,Year,Month,Thunderstorm,Lightning
Srimangal,2023,10,39,1
Srimangal,2023,11,0,0
Srimangal,2023,12,2,0
Srimangal,2024,1,0,0
Srimangal,2024,2,3,0
Srimangal,2024,3,35,3
Srimangal,2024,4,29,8
Srimangal,2024,5,33,8
Srimangal,2024,6,51,1
Srimangal,2024,7,43,
Srimangal,2024,8,9,
Srimangal,2024,9,30,
Srimangal,2024,10,11,
Srimangal,2024,11,0,
Srimangal,2024,12,0,
Sylhet,2015,1,0,0
Sylhet,2015,2,9,0
Sylhet,2015,3,30,1
Sylhet,2015,4,17,10
Sylhet,2015,5,62,4
Sylhet,2015,6,99,14
Sylhet,2015,7,,7
Sylhet,2015,8,,9
Sylhet,2015,9,,7
Sylhet,2015,10,,14
Sylhet,2015,11,,0
Sylhet,2015,12,,0
Sylhet,2016,1,0,0
Sylhet,2016,2,10,2
Sylhet,2016,3,42,2
Sylhet,2016,4,185,30
Sylhet,2016,5,89,17
Sylhet,2016,6,70,21
Sylhet,2016,7,31,16
Sylhet,2016,8,73,28
Sylhet,2016,9,70,26
Sylhet,2016,10,20,3
Sylhet,2016,11,4,0
Sylhet,2016,12,0,0
Sylhet,2017,1,0,0
Sylhet,2017,2,14,0
Sylhet,2017,3,64,2
Sylhet,2017,4,130,5
Sylhet,2017,5,112,3
Sylhet,2017,6,111,17
Sylhet,2017,7,27,14
Sylhet,2017,8,82,21
Sylhet,2017,9,82,11
Sylhet,2017,10,45,12
Sylhet,2017,11,0,0
Sylhet,2017,12,0,0
Sylhet,2018,1,0,0
Sylhet,2018,2,8,1
Sylhet,2018,3,35,1
Sylhet,2018,4,80,5
Sylhet,2018,5,93,4
Sylhet,2018,6,64,8
Sylhet,2018,7,36,3
Sylhet,2018,8,46,15
Sylhet,2018,9,47,5
Sylhet,2018,10,1,1
Sylhet,2018,11,2,0
Sylhet,2018,12,1,0
Sylhet,2019,1,0,0
Sylhet,2019,2,11,0
Sylhet,2019,3,24,1
Sylhet,2019,4,76,10
Sylhet,2019,5,100,14
Sylhet,2019,6,69,12
Sylhet,2019,7,32,19
Sylhet,2019,8,28,23
Sylhet,2019,9,34,21
Sylhet,2019,10,5,4
Sylhet,2019,11,0,0
Sylhet,2019,12,0,0
Sylhet,2020,1,0,0
Sylhet,2020,2,11,0
Sylhet,2020,3,24,0
Sylhet,2020,4,76,1
Sylhet,2020,5,99,2
Sylhet,2020,6,66,9
Sylhet,2020,7,32,2
Sylhet,2020,8,27,6
Sylhet,2020,9,34,4
Sylhet,2020,10,5,11
Sylhet,2020,11,0,0
Sylhet,2020,12,0,0
Sylhet,2021,1,2,0
Sylhet,2021,2,3,0
Sylhet,2021,3,7,4
Sylhet,2021,4,44,8
Sylhet,2021,5,73,3
Sylhet,2021,6,77,8
Sylhet,2021,7,67,13
Sylhet,2021,8,37,2
Sylhet,2021,9,60,33
Sylhet,2021,10,23,7
Sylhet,2021,11,0,0
Sylhet,2021,12,0,0
Sylhet,2022,1,0,0
Sylhet,2022,2,0,0
Sylhet,2022,3,27,0
Sylhet,2022,4,49,5
Sylhet,2022,5,75,4
Sylhet,2022,6,69,4
Sylhet,2022,7,40,10
Sylhet,2022,8,54,4
Sylhet,2022,9,53,5
Sylhet,2022,10,49,1
Sylhet,2022,11,0,0
Sylhet,2022,12,0,0
Sylhet,2023,1,5,0
Sylhet,2023,2,13,0
Sylhet,2023,3,5,1
Sylhet,2023,4,53,0
Sylhet,2023,5,110,1
Sylhet,2023,6,127,3
Sylhet,2023,7,92,4
Sylhet,2023,8,40,2
Sylhet,2023,9,72,1
Sylhet,2023,10,61,1
Sylhet,2023,11,0,0
Sylhet,2023,12,0,0
Sylhet,2024,1,0,0
Sylhet,2024,2,6,0
Sylhet,2024,3,51,0
Sylhet,2024,4,54,1
Sylhet,2024,5,66,1
Sylhet,2024,6,97,1
Sylhet,2024,7,57,
Sylhet,2024,8,28,
Sylhet,2024,9,84,
Sylhet,2024,10,39,
Sylhet,2024,11,0,
Sylhet,2024,12,0,
Tangail,2015,1,0,0
Tangail,2015,2,2,0
Tangail,2015,3,5,0
Tangail,2015,4,43,3
Tangail,2015,5,40,2
Tangail,2015,6,23,0
Tangail,2015,7,22,0
Tangail,2015,8,13,0
Tangail,2015,9,6,1
Tangail,2015,10,10,1
Tangail,2015,11,0,0
Tangail,2015,12,0,0
Tangail,2016,1,0,0
Tangail,2016,2,2,0
Tangail,2016,3,19,2
Tangail,2016,4,11,0
Tangail,2016,5,36,2
Tangail,2016,6,18,1
Tangail,2016,7,15,1
Tangail,2016,8,26,1
Tangail,2016,9,54,1
Tangail,2016,10,11,1
Tangail,2016,11,1,0
Tangail,2016,12,0,0
Tangail,2017,1,0,0
Tangail,2017,2,2,1
Tangail,2017,3,23,0
Tangail,2017,4,55,3
Tangail,2017,5,42,2
Tangail,2017,6,35,1
Tangail,2017,7,21,2
Tangail,2017,8,44,0
Tangail,2017,9,21,4
Tangail,2017,10,14,0
Tangail,2017,11,0,0
Tangail,2017,12,0,0
Tangail,2018,1,0,0
Tangail,2018,2,10,0
Tangail,2018,3,8,1
Tangail,2018,4,84,3
Tangail,2018,5,54,2
Tangail,2018,6,25,3
Tangail,2018,7,22,2
Tangail,2018,8,15,6
Tangail,2018,9,21,2
Tangail,2018,10,2,0
Tangail,2018,11,3,0
Tangail,2018,12,0,0
Tangail,2019,1,0,0
Tangail,2019,2,10,0
Tangail,2019,3,19,1
Tangail,2019,4,38,2
Tangail,2019,5,44,2
Tangail,2019,6,39,2
Tangail,2019,7,35,1
Tangail,2019,8,11,3
Tangail,2019,9,19,1
Tangail,2019,10,9,0
Tangail,2019,11,0,0
Tangail,2019,12,0,0
Tangail,2020,1,0,0
Tangail,2020,2,0,0
Tangail,2020,3,9,0
Tangail,2020,4,35,0
Tangail,2020,5,53,1
Tangail,2020,6,47,1
Tangail,2020,7,26,2
Tangail,2020,8,10,3
Tangail,2020,9,38,1
Tangail,2020,10,30,1
Tangail,2020,11,0,0
Tangail,2020,12,0,0
Tangail,2021,1,0,0
Tangail,2021,2,0,0
Tangail,2021,3,2,0
Tangail,2021,4,18,0
Tangail,2021,5,30,1
Tangail,2021,6,57,2
Tangail,2021,7,15,1
Tangail,2021,8,49,1
Tangail,2021,9,26,1
Tangail,2021,10,26,0
Tangail,2021,11,0,0
Tangail,2021,12,0,0
Tangail,2022,1,2,0
Tangail,2022,2,7,0
Tangail,2022,3,0,0
Tangail,2022,4,15,2
Tangail,2022,5,30,0
Tangail,2022,6,31,3
Tangail,2022,7,22,1
Tangail,2022,8,19,0
Tangail,2022,9,27,3
Tangail,2022,10,11,1
Tangail,2022,11,0,0
Tangail,2022,12,4,0
Tangail,2023,1,0,0
Tangail,2023,2,0,0
Tangail,2023,3,33,0
Tangail,2023,4,17,0
Tangail,2023,5,38,3
Tangail,2023,6,22,1
Tangail,2023,7,30,1
Tangail,2023,8,20,0
Tangail,2023,9,33,2
Tangail,2023,10,15,0
Tangail,2023,11,0,0
Tangail,2023,12,0,0
Tangail,2024,1,0,0
Tangail,2024,2,1,0
Tangail,2024,3,12,1
Tangail,2024,4,0,0
Tangail,2024,5,15,3
Tangail,2024,6,23,0
Teknaf,2015,1,0,0
Teknaf,2015,2,0,0
Teknaf,2015,3,3,0
Teknaf,2015,4,14,0
Teknaf,2015,5,12,0
Teknaf,2015,6,56,0
Teknaf,2015,7,7,0
Teknaf,2015,8,6,1
Teknaf,2015,9,18,0
Teknaf,2015,10,12,0
Teknaf,2015,11,0,0
Teknaf,2015,12,0,0
Teknaf,2016,1,0,0
Teknaf,2016,2,0,0
Teknaf,2016,3,0,0
Teknaf,2016,4,4,0
Teknaf,2016,5,41,2
Teknaf,2016,6,33,0
Teknaf,2016,7,20,0
Teknaf,2016,8,6,1
Teknaf,2016,9,2,0
Teknaf,2016,10,27,1
Teknaf,2016,11,2,1
Teknaf,2016,12,0,0
Teknaf,2017,1,0,0
Teknaf,2017,2,0,0
Teknaf,2017,3,5,0
Teknaf,2017,4,27,0
Teknaf,2017,5,13,0
Teknaf,2017,6,17,0
Teknaf,2017,7,1,0
Teknaf,2017,8,0,0
Teknaf,2017,9,15,0
Teknaf,2017,10,7,0
Teknaf,2017,11,0,0
Teknaf,2017,12,0,0
Teknaf,2018,1,0,0
Teknaf,2018,2,0,0
Teknaf,2018,3,0,0
Teknaf,2018,4,2,0
Teknaf,2018,5,9,0
Teknaf,2018,6,3,0
Teknaf,2018,7,0,0
Teknaf,2018,8,0,0
Teknaf,2018,9,0,0
Teknaf,2018,10,0,0
Teknaf,2018,11,0,0
Teknaf,2018,12,0,0
Teknaf,2019,1,0,0
Teknaf,2019,2,0,0
Teknaf,2019,3,1,0
Teknaf,2019,4,4,0
Teknaf,2019,5,6,0
Teknaf,2019,6,17,0
Teknaf,2019,7,0,0
Teknaf,2019,8,0,0
Teknaf,2019,9,16,0
Teknaf,2019,10,3,0
Teknaf,2019,11,0,0
Teknaf,2019,12,0,0
Teknaf,2020,1,0,0
Teknaf,2020,2,0,0
Teknaf,2020,3,0,0
Teknaf,2020,4,13,0
Teknaf,2020,5,12,0
Teknaf,2020,6,1,0
Teknaf,2020,7,5,0
Teknaf,2020,8,0,0
Teknaf,2020,9,0,0
Teknaf,2020,10,0,0
Teknaf,2020,11,0,0
Teknaf,2020,12,0,0
Teknaf,2021,1,0,0
Teknaf,2021,2,0,0
Teknaf,2021,3,0,0
Teknaf,2021,4,0,0
Teknaf,2021,5,5,0
Teknaf,2021,6,0,0
Teknaf,2021,7,0,0
Teknaf,2021,8,22,0
Teknaf,2021,9,0,0
Teknaf,2021,10,0,0
Teknaf,2021,11,0,0
Teknaf,2021,12,0,0
Teknaf,2022,1,0,0
Teknaf,2022,2,0,0
Teknaf,2022,3,0,0
Teknaf,2022,4,3,0
Teknaf,2022,5,25,0
Teknaf,2022,6,32,0
Teknaf,2022,7,0,0
Teknaf,2022,8,6,0
Teknaf,2022,9,2,0
Teknaf,2022,10,7,0
Teknaf,2022,11,0,0
Teknaf,2022,12,0,0
Teknaf,2023,1,0,0
Teknaf,2023,2,0,0
Teknaf,2023,3,0,0
Teknaf,2023,4,1,0
Teknaf,2023,5,0,0
Teknaf,2023,6,3,0
Teknaf,2023,7,0,0
Teknaf,2023,8,0,0
Teknaf,2023,9,0,0
Teknaf,2023,10,0,0
Teknaf,2023,11,0,0
Teknaf,2023,12,0,0
